#,RAJ_decimal,DECJ_decimal,Gl,P0,BSURF
1945,4.42,-18.643,157.56,0.002896,1492829873530.0
1946,13.176,19.685,99.095,0.004498,1015691926416.0
1947,3.456,17.45,140.972,0.005128,230696724849.0
1948,8.421,89.988,170.346,0.002838,1246913447003.0
1949,4.371,-24.968,223.536,0.004372,1015511555369.0
1950,11.835,81.248,71.0,0.003943,668165365706.0
1951,1.531,-44.346,144.768,0.002255,31593848221.0
1952,1.932,-72.024,170.243,0.002014,568459144714.0
1953,13.371,46.132,77.707,0.005978,54289255061.0
1954,3.452,54.717,108.559,0.005317,119390960764.0
1955,3.65,25.855,286.49,0.00464,411079871476.0
1956,4.648,-4.475,297.071,0.003991,1319181700226.0
1957,6.229,44.43,179.705,0.004202,518502213134.0
1958,14.477,72.488,221.355,0.00477,1156256355729.0
1959,13.38,-7.246,105.494,0.00287,986974299770.0
1960,8.66,61.584,206.718,0.004114,1551723107839.0
1961,11.44,59.973,134.334,0.005839,1567651095598.0
1962,1.249,-5.678,292.528,0.004421,938605938115.0
1963,1.98,82.905,279.552,0.003869,623884475448.0
1964,4.914,17.08,257.42,0.002096,126955819389.0
1965,9.937,25.512,87.255,0.004296,106687600882.0
1966,10.121,51.52,244.964,0.002377,866887956448.0
1967,1.88,13.673,148.334,0.005795,168774890858.0
1968,8.095,-20.587,91.734,0.002418,687421470109.0
1969,1.241,1.711,106.072,0.004492,962325551873.0
1970,11.493,-7.38,184.04,0.003064,1520541352868.0
1971,1.893,76.85,257.235,0.002168,1186539301196.0
1972,11.309,31.947,185.186,0.003936,875360650928.0
1973,11.114,-22.344,246.361,0.005953,970362470579.0
1974,0.401,57.276,137.026,0.003906,1083693152493.0
1975,1.568,88.472,80.3,0.004386,403071817177.0
1976,6.034,-2.959,145.452,0.004638,636911103748.0
1977,0.296,41.74,227.75,0.002121,816777542284.0
1978,9.56,-35.293,251.2,0.003892,1319148158539.0
1979,5.83,-54.462,148.145,0.00551,562653549785.0
1980,12.77,-53.202,201.536,0.005146,81847197892.0
1981,12.632,-70.783,107.274,0.005431,239383781472.0
1982,11.179,-15.712,153.907,0.005192,883751618035.0
1983,4.065,47.719,250.483,0.005921,933666862101.0
1984,7.834,58.331,199.577,0.005095,125957884028.0
1985,1.675,37.726,208.041,0.005419,117418204511.0
1986,1.048,-10.365,134.096,0.003608,1375785987127.0
1987,1.343,74.95,121.51,0.002938,215455320557.0
1988,7.723,-55.551,228.563,0.004541,387405740072.0
1989,1.266,56.056,280.338,0.004464,422392538233.0
1990,14.164,2.249,121.7,0.002038,561918261953.0
1991,3.401,13.066,93.791,0.00291,78337060605.0
1992,12.622,85.221,181.9,0.004514,399277280873.0
1993,11.637,29.218,249.224,0.004612,947750637292.0
1994,0.314,-21.564,249.835,0.002065,485489262708.0
1995,6.783,1.35,269.874,0.005818,710443147061.0
1996,7.85,-36.941,245.433,0.004969,95716856831.0
1997,3.51,10.039,126.607,0.002444,612909108081.0
1998,0.904,83.188,183.806,0.003869,917951006943.0
1999,2.345,-61.835,144.795,0.002739,1239926819291.0
2000,12.101,87.663,139.865,0.004767,564998541416.0
2001,6.416,50.382,234.515,0.004208,719960144749.0
2002,11.871,-38.54,132.168,0.005639,1569605476976.0
2003,0.39,34.165,266.524,0.003825,880306957216.0
2004,14.467,85.438,158.265,0.005242,365273423975.0
2005,7.016,-7.304,111.376,0.004355,1063152880562.0
2006,10.192,-31.447,257.91,0.002855,408693106226.0
2007,2.806,69.621,235.707,0.003213,401964122134.0
2008,11.94,47.206,270.532,0.00282,349600975577.0
2009,11.055,33.847,254.582,0.002953,967847123546.0
2010,5.354,-20.031,283.062,0.005806,897572737812.0
2011,12.165,27.379,155.762,0.00265,701287021160.0
2012,6.907,-29.867,187.013,0.002656,3030352964.0
2013,3.284,38.003,262.394,0.004865,507283987100.0
2014,2.111,-43.66,194.848,0.002485,660509879456.0
2015,12.707,19.627,262.061,0.005674,1308691077644.0
2016,0.104,4.619,113.705,0.003682,1368105949691.0
2017,1.881,79.514,296.742,0.004642,1122162229830.0
2018,3.295,50.451,124.541,0.002608,1164895239610.0
2019,12.066,-4.301,86.273,0.004473,888269212430.0
2020,3.817,12.343,164.624,0.004882,355604193776.0
2021,7.181,68.264,198.626,0.003977,1251141202467.0
2022,9.708,77.45,269.824,0.003343,1237976216357.0
2023,9.471,5.557,245.112,0.00463,456773153283.0
2024,3.478,-46.36,71.879,0.005807,1527694032379.0
2025,1.809,-16.394,140.878,0.004491,148457468692.0
2026,7.873,-4.235,274.48,0.003699,1517215251343.0
2027,4.885,-58.643,191.665,0.003671,707813984924.0
2028,12.589,53.941,284.543,0.003853,585965603419.0
2029,8.067,76.861,295.574,0.003935,826879671420.0
2030,1.611,-47.325,277.513,0.005678,685746226068.0
2031,0.749,-42.994,167.083,0.004165,644954719813.0
2032,0.425,86.553,287.126,0.002694,180125084950.0
2033,10.658,7.125,117.142,0.004026,1387496553055.0
2034,9.197,48.498,141.159,0.004041,662627989267.0
2035,4.421,-61.013,234.201,0.005387,1135356413317.0
2036,2.253,-43.167,107.339,0.005204,129747007260.0
2037,4.407,61.052,212.393,0.002463,1056980005214.0
2038,2.0,-10.069,181.39,0.003859,994847031981.0
2039,12.366,-46.957,95.639,0.002003,719070801271.0
2040,1.431,-16.242,279.134,0.002795,1395848074055.0
2041,10.128,18.778,294.403,0.003387,273160016342.0
2042,11.693,-21.514,276.452,0.00251,1427237675749.0
2043,2.591,80.921,195.143,0.005715,1561282562417.0
2044,12.551,81.691,217.109,0.003406,799374886218.0
2045,10.137,76.406,264.394,0.005529,258460745761.0
2046,9.636,65.373,158.999,0.004112,1476053282332.0
2047,10.545,31.987,94.062,0.003053,796922417018.0
2048,3.743,52.854,273.069,0.005869,918030520061.0
2049,5.155,-44.364,149.741,0.004827,562664972955.0
2050,4.9,77.163,260.46,0.003071,122166676544.0
2051,11.267,-13.558,82.059,0.002515,1063700794678.0
2052,2.224,82.079,119.845,0.003124,26058081851.0
2053,12.86,63.677,218.033,0.002056,439496036050.0
2054,2.619,-23.832,253.233,0.003504,750083746778.0
2055,14.46,14.641,117.937,0.002619,1069165768548.0
2056,6.208,-15.876,93.225,0.004628,757386179159.0
2057,7.12,31.066,95.14,0.005582,1558094507295.0
2058,9.517,-20.667,173.816,0.003402,1452887418314.0
2059,9.405,26.745,130.551,0.00468,647157788422.0
2060,13.13,86.404,94.082,0.005519,226553492897.0
2061,1.329,-39.755,176.479,0.003851,1284516936280.0
2062,6.211,-9.531,167.462,0.002744,624451972764.0
2063,4.956,-59.076,217.438,0.005053,1358539146859.0
2064,8.285,39.482,237.837,0.005006,1405126700686.0
2065,13.491,66.228,157.097,0.003214,223775608508.0
2066,5.206,-3.968,228.461,0.00336,1523898755350.0
2067,10.458,42.363,123.059,0.005445,344310587651.0
2068,14.228,-36.681,274.347,0.005492,671637809291.0
2069,0.875,52.249,244.375,0.003125,418800888600.0
2070,12.677,36.346,297.209,0.005204,921660585753.0
2071,11.062,-21.835,103.145,0.003296,164154131924.0
2072,4.217,57.24,177.371,0.002104,973853730544.0
2073,5.854,-66.225,208.172,0.002034,1066101057046.0
2074,8.505,-1.408,82.679,0.003015,477167270367.0
2075,5.158,-14.285,276.389,0.002051,849471096426.0
2076,3.68,56.36,76.904,0.004256,102024666662.0
2077,2.612,37.863,272.467,0.004841,940006266419.0
2078,9.801,14.467,94.213,0.002889,1066984720406.0
2079,1.589,60.984,151.231,0.004417,1345705255687.0
2080,9.234,-41.24,87.152,0.004754,527916320033.0
2081,14.075,82.66,255.078,0.005188,99451803213.0
2082,2.595,36.999,119.815,0.005048,1111838280738.0
2083,11.546,-61.478,292.775,0.003952,1310049521856.0
2084,2.506,87.838,264.318,0.004249,752128476415.0
2085,0.279,65.32,280.42,0.004132,332720869648.0
2086,12.279,-64.129,278.104,0.005785,1004747550403.0
2087,2.012,59.703,130.321,0.003615,1014720350905.0
2088,6.704,32.944,114.705,0.004524,1506725407910.0
2089,2.855,-9.041,302.733,0.003937,479967742699.0
2090,4.171,0.585,138.001,0.002834,1157825567490.0
2091,8.372,42.593,185.557,0.003938,1228448280486.0
2092,10.058,56.059,251.937,0.002349,244114553114.0
2093,11.01,-46.412,113.553,0.003875,416545170333.0
2094,9.944,76.138,183.167,0.003943,846254791445.0
2095,11.016,38.765,153.746,0.003346,1138455306073.0
2096,13.749,46.204,105.566,0.004488,1018687226567.0
2097,10.012,-47.383,170.447,0.00468,1540238644648.0
2098,7.131,-38.255,163.739,0.003712,992977976711.0
2099,11.205,-16.048,202.348,0.002135,93318170692.0
2100,13.595,15.802,157.296,0.005217,223089471333.0
2101,12.913,85.554,177.275,0.005226,1318514784382.0
2102,12.064,4.266,96.816,0.003735,860116578224.0
2103,8.166,79.13,80.493,0.004131,922087713411.0
2104,9.931,11.315,185.899,0.00459,978620371651.0
2105,6.731,3.967,251.527,0.004884,1352325974873.0
2106,13.772,87.313,98.495,0.004567,1551094191772.0
2107,13.974,-22.42,142.928,0.004193,577020153709.0
2108,6.297,-39.17,166.588,0.003002,701663028257.0
2109,2.833,-3.684,181.497,0.003497,1507521098994.0
2110,5.297,11.455,160.635,0.005247,797185292753.0
2111,11.749,-15.371,289.817,0.005016,1120838548724.0
2112,2.558,8.426,138.423,0.004625,102728006766.0
2113,13.582,78.778,287.664,0.003607,142399134759.0
2114,9.459,-4.302,232.932,0.002361,525874380506.0
2115,11.588,8.363,81.32,0.002411,338235668121.0
2116,8.448,-31.294,95.892,0.004251,729250101587.0
2117,5.056,28.689,251.403,0.002685,1252233972666.0
2118,4.538,-45.265,202.235,0.002881,1409453158980.0
2119,10.393,76.624,121.543,0.005104,232206033301.0
2120,2.47,-20.158,123.184,0.003972,130357557107.0
2121,7.537,80.269,254.442,0.004675,697671474190.0
2122,12.497,16.881,110.855,0.003515,1004799799774.0
2123,6.443,77.98,255.25,0.004581,575044547578.0
2124,10.486,62.25,72.025,0.002507,790877469322.0
2125,5.154,-66.429,153.576,0.002641,1447581288717.0
2126,0.656,-15.33,127.812,0.004753,1183448031819.0
2127,8.593,7.241,154.868,0.002082,1107307937728.0
2128,14.408,45.7,279.952,0.003329,1098243988784.0
2129,0.818,56.715,232.042,0.003471,1174918298252.0
2130,0.975,-71.537,304.184,0.004739,201180647333.0
2131,10.444,78.596,70.618,0.005099,1244492171707.0
2132,8.015,31.672,296.49,0.005351,1080794613134.0
2133,2.985,-46.399,271.61,0.00306,446222894977.0
2134,12.303,9.931,247.472,0.004892,956447875859.0
2135,0.931,50.141,227.436,0.005635,1242079169814.0
2136,12.667,-68.418,77.343,0.00537,928519457667.0
2137,14.104,-52.974,165.262,0.002179,1275593872107.0
2138,13.961,-46.356,135.39,0.003078,59867248909.0
2139,7.012,-3.468,212.694,0.003341,1067449053509.0
2140,10.619,-41.089,170.728,0.002772,366244858652.0
2141,11.957,75.115,208.175,0.00433,617838269448.0
2142,3.387,73.255,189.9,0.004022,227004686369.0
2143,7.541,70.378,77.274,0.004984,1221933353760.0
2144,4.374,-65.938,205.005,0.005605,1179470109812.0
2145,5.828,88.888,124.4,0.005258,449507225740.0
2146,7.173,8.748,182.705,0.002992,1478381816570.0
2147,8.898,-22.949,283.161,0.004779,1387276425192.0
2148,2.056,-29.522,124.878,0.004843,414832470103.0
2149,1.964,57.219,189.439,0.00433,553142464334.0
2150,3.916,-49.677,189.044,0.003675,1310043085161.0
2151,2.84,-63.946,109.707,0.005204,1529333440491.0
2152,9.365,-67.399,282.742,0.003588,807783584590.0
2153,5.798,-28.582,272.382,0.00333,940768042897.0
2154,14.214,-40.648,271.875,0.005681,378821374799.0
2155,2.535,51.012,76.427,0.004462,1072148049813.0
2156,6.222,-59.562,189.379,0.005718,606103700390.0
2157,5.305,27.947,166.555,0.002876,828552584015.0
2158,11.867,-68.34,99.119,0.005064,662835200097.0
2159,11.635,70.508,114.501,0.002638,1372003438746.0
2160,13.31,2.599,139.844,0.003962,673299137597.0
2161,6.773,-5.388,269.897,0.004271,1154945244569.0
2162,12.129,-22.383,173.889,0.005302,1193483278243.0
2163,10.606,40.098,221.44,0.004443,136750188944.0
2164,14.468,45.107,259.282,0.005261,533574042282.0
2165,13.554,-1.188,162.265,0.002969,1324502824809.0
2166,1.272,42.662,116.198,0.002041,238225280614.0
2167,13.042,26.518,133.099,0.004027,972677842345.0
2168,1.23,29.705,68.993,0.005826,1055435510212.0
2169,8.902,80.464,134.426,0.003345,768629731866.0
2170,12.512,37.558,260.574,0.002137,1127113984786.0
2171,1.748,60.514,246.964,0.005174,1112533309747.0
2172,11.348,18.491,239.309,0.003598,1044288226639.0
2173,1.79,-13.901,83.393,0.005741,16521973649.0
2174,2.225,-56.447,303.885,0.004407,1054567892851.0
2175,1.525,39.391,230.23,0.003122,1023355479297.0
2176,3.84,-41.914,178.434,0.004917,3220399043.0
2177,1.486,3.185,84.851,0.003073,744825720251.0
2178,8.928,89.533,220.257,0.005136,1311941947502.0
2179,3.73,-69.419,156.492,0.003763,38617473559.0
2180,6.324,-11.222,256.826,0.003072,1249877098190.0
2181,8.017,-36.885,84.807,0.002165,43718699828.0
2182,9.924,40.132,250.371,0.004361,718027404188.0
2183,4.506,64.657,275.614,0.002815,1210767283953.0
2184,1.428,21.546,273.14,0.005334,915080125939.0
2185,2.239,50.153,71.909,0.005324,539287366247.0
2186,2.199,7.512,165.391,0.005707,1335888000566.0
2187,3.255,81.621,226.892,0.00287,161215249716.0
2188,4.107,22.829,301.214,0.005935,1214863124455.0
2189,7.461,45.296,180.625,0.002133,807930519248.0
2190,6.656,-12.459,211.825,0.003808,1279048493331.0
2191,12.883,-58.065,221.021,0.002241,785129792448.0
2192,12.091,-39.551,142.971,0.002931,1383268844453.0
2193,12.701,80.242,182.722,0.003103,945015897966.0
2194,10.695,57.71,88.621,0.004937,73248713408.0
2195,8.464,7.314,102.114,0.005505,1318386478443.0
2196,0.052,72.081,99.229,0.00289,436126584856.0
2197,4.652,34.632,260.368,0.005444,135136932886.0
2198,13.15,1.392,241.328,0.003093,887909467558.0
2199,0.691,-9.878,287.211,0.003545,1385310022527.0
2200,4.403,53.169,234.424,0.003617,1191316267266.0
2201,2.194,-8.652,285.242,0.004629,1350957102934.0
2202,0.128,-50.648,224.395,0.002964,146118241122.0
2203,0.644,-37.493,192.769,0.00339,392521627868.0
2204,11.344,-44.365,160.663,0.003119,457875047730.0
2205,7.496,9.21,224.135,0.00509,303127063942.0
2206,1.461,-22.273,256.904,0.005985,764632502078.0
2207,7.457,-6.925,171.63,0.005714,201814909586.0
2208,10.795,28.002,171.847,0.005781,1469425029886.0
2209,7.337,-71.6,217.417,0.004897,7792092181.0
2210,0.269,73.096,290.51,0.003722,1166298914550.0
2211,6.094,81.313,192.056,0.002462,1106573198123.0
2212,8.968,-27.145,205.615,0.005565,719642751273.0
2213,10.005,-36.206,280.169,0.005374,745594788322.0
2214,3.631,0.281,166.887,0.004907,54349658164.0
2215,14.422,-38.068,162.473,0.00354,1144045965889.0
2216,11.26,51.144,105.794,0.004014,3543632835.0
2217,3.32,-11.424,239.754,0.004725,835576228218.0
2218,8.495,28.453,207.295,0.004912,691968764479.0
2219,10.911,36.538,113.456,0.003272,513499744599.0
2220,11.466,9.817,93.687,0.003126,1080330631993.0
2221,10.455,-44.727,234.709,0.005894,1564857246536.0
2222,10.011,47.381,99.161,0.003081,1494460601083.0
2223,13.327,56.787,137.433,0.003625,1436203587229.0
2224,13.806,60.152,270.644,0.005814,79008910755.0
2225,7.224,47.639,74.325,0.004081,1391775049219.0
2226,0.698,38.637,278.039,0.002199,262538690680.0
2227,1.603,24.599,277.731,0.002828,1369276619741.0
2228,10.172,26.575,70.156,0.004693,1283496996171.0
2229,6.598,68.21,215.982,0.003491,1509312221625.0
2230,12.871,-58.962,280.432,0.003151,1079217725179.0
2231,0.046,66.998,215.945,0.004862,861037536459.0
2232,12.821,73.085,155.973,0.003147,1105923804190.0
2233,4.912,39.64,130.679,0.00291,1287831860544.0
2234,2.985,5.336,236.39,0.005635,474565404793.0
2235,13.232,-15.581,244.009,0.005184,238887055983.0
2236,4.372,-61.595,165.087,0.00313,347672012432.0
2237,3.717,53.728,108.44,0.002699,1267842133231.0
2238,10.971,43.788,85.447,0.004691,476040879358.0
2239,1.378,-36.403,220.214,0.004648,379344046393.0
2240,4.008,58.912,70.674,0.005623,412447064207.0
2241,13.984,83.431,136.579,0.002247,1117586525937.0
2242,12.326,-40.523,233.385,0.003378,87391439338.0
2243,4.868,66.688,155.42,0.004149,441887171073.0
2244,10.091,31.864,237.981,0.002867,131134725521.0
2245,8.849,-69.317,276.566,0.005814,248510132024.0
2246,5.064,0.119,264.698,0.002084,1082792568470.0
2247,1.658,-60.462,90.489,0.003428,634784248810.0
2248,2.348,-30.698,188.648,0.003318,768972129374.0
2249,10.351,71.299,90.968,0.0031,813028106318.0
2250,6.173,19.64,191.118,0.003498,885030477431.0
2251,7.572,63.626,213.139,0.003893,1352833628055.0
2252,0.162,-33.149,253.867,0.004415,1337637882380.0
2253,6.725,0.326,109.834,0.003256,168745076240.0
2254,4.338,78.16,74.799,0.004282,541884969485.0
2255,6.307,-54.553,298.64,0.003959,666975300360.0
2256,3.333,27.454,127.538,0.003794,554622613740.0
2257,10.747,25.022,255.981,0.002023,835346613918.0
2258,10.142,33.012,259.033,0.005659,907021352206.0
2259,10.495,75.237,199.726,0.003696,154150340534.0
2260,0.537,76.452,138.194,0.004413,411184365037.0
2261,8.876,-58.824,199.905,0.004673,155184653045.0
2262,12.196,-24.133,200.387,0.003245,998279922502.0
2263,3.856,-34.815,163.708,0.002082,199741148562.0
2264,8.434,34.564,167.104,0.003655,635446306185.0
2265,0.288,40.352,155.152,0.002612,697348418566.0
2266,11.922,87.969,202.833,0.004846,1077793900235.0
2267,9.697,84.085,278.548,0.002068,97053769394.0
2268,12.881,-65.611,226.264,0.003157,752264419748.0
2269,4.412,-17.518,71.206,0.004753,1387750643088.0
2270,14.323,-66.488,77.189,0.002773,534434900772.0
2271,2.606,-39.937,149.24,0.005025,1040652577525.0
2272,12.596,40.421,266.011,0.004762,494792666873.0
2273,9.277,-2.862,252.086,0.005259,103222704745.0
2274,12.617,67.445,79.068,0.003161,775201810838.0
2275,1.554,-71.899,91.048,0.005141,93231674268.0
2276,2.343,19.562,265.243,0.003677,406638218830.0
2277,12.321,0.853,130.712,0.005371,891816820483.0
2278,11.769,77.411,143.182,0.003811,45766222957.0
2279,10.614,-70.064,92.056,0.003784,167712469696.0
2280,9.309,3.764,192.536,0.004807,1340711019172.0
2281,13.477,-42.84,160.855,0.005197,17213244977.0
2282,12.064,-41.648,151.362,0.005042,1150999504599.0
2283,9.396,44.348,211.784,0.002928,899528198358.0
2284,6.892,8.41,125.618,0.005721,581911918068.0
2285,13.659,-44.578,240.266,0.003822,1390294306348.0
2286,2.076,-30.992,103.446,0.002125,693754832675.0
2287,3.654,20.626,189.386,0.005773,218304635781.0
2288,7.58,-66.815,193.003,0.004536,680894139652.0
2289,6.62,-52.932,270.364,0.004078,522147448496.0
2290,8.297,58.311,214.597,0.002235,1155332856302.0
2291,12.165,-22.246,74.089,0.003377,1092536374093.0
2292,7.252,10.228,190.247,0.00454,1463985513073.0
2293,5.543,-61.65,249.302,0.003246,482466973786.0
2294,5.663,67.875,79.084,0.005359,1112600913460.0
2295,9.019,-63.227,134.092,0.005542,19446292693.0
2296,11.684,62.854,114.521,0.00479,742948776465.0
2297,3.946,-59.97,88.394,0.004119,811757592372.0
2298,3.75,-39.022,215.536,0.002536,502839699783.0
2299,7.696,60.031,80.45,0.005248,142612490280.0
2300,2.425,61.276,111.933,0.002353,456133783790.0
2301,14.123,-19.985,118.579,0.004659,51741833008.0
2302,3.602,23.038,160.91,0.004076,4884492578.0
2303,7.158,-27.893,82.265,0.003069,541819939399.0
2304,4.594,78.774,118.016,0.00329,314396744284.0
2305,0.789,45.282,120.226,0.004365,1032849506136.0
2306,0.946,-13.401,101.537,0.005207,710395096438.0
2307,8.055,34.729,99.671,0.005736,31536885255.0
2308,8.203,-29.587,120.876,0.00421,353011850975.0
2309,2.658,-40.399,228.902,0.003796,268440279704.0
2310,8.558,37.865,260.983,0.005601,407061705371.0
2311,1.494,74.896,268.577,0.004238,682760662325.0
2312,9.07,23.433,242.739,0.003752,1073809086266.0
2313,4.822,-61.554,178.892,0.00596,1272543966289.0
2314,3.669,-67.176,294.664,0.002256,385216678332.0
2315,9.378,-14.29,285.721,0.003256,1430505887695.0
2316,13.48,17.607,269.125,0.002115,1417806442773.0
2317,7.811,17.674,77.016,0.004384,1280142297657.0
2318,9.195,46.831,135.367,0.002235,640310245558.0
2319,13.998,-61.689,105.763,0.003216,959749933365.0
2320,6.122,20.856,278.254,0.005016,43300581963.0
2321,12.24,83.128,114.603,0.003846,512182276437.0
2322,5.813,3.368,226.03,0.004841,647419717400.0
2323,9.519,70.062,297.261,0.003227,1075452169387.0
2324,13.831,-70.288,118.341,0.003508,399541962122.0
2325,11.443,-22.776,158.088,0.002297,252786399171.0
2326,6.469,33.731,268.618,0.00452,1041661631864.0
2327,13.598,69.348,140.432,0.003641,71587457266.0
2328,11.422,-52.617,255.819,0.002049,446381693234.0
2329,7.716,42.085,301.164,0.00413,1221973219421.0
2330,3.516,-45.633,194.343,0.003416,868634790851.0
2331,13.25,36.374,80.819,0.003889,912348100872.0
2332,2.755,51.115,305.35,0.002311,90884967726.0
2333,12.439,-9.368,87.081,0.002718,242977907187.0
2334,12.199,74.72,165.56,0.00493,1116018079319.0
2335,12.309,-60.272,273.47,0.002858,1417368956764.0
2336,4.061,40.842,169.316,0.005105,1093455200136.0
2337,5.895,-26.515,234.229,0.00244,274220574038.0
2338,8.524,50.546,155.635,0.005795,27870229101.0
2339,12.141,-2.208,221.646,0.002758,1149130212358.0
2340,5.494,41.181,283.384,0.005804,592324633680.0
2341,6.427,37.561,206.653,0.005939,170158515716.0
2342,1.192,-56.847,194.022,0.005465,1500521928114.0
2343,13.575,-19.34,71.067,0.005509,1514199032744.0
2344,9.143,11.051,93.76,0.002766,606171069904.0
2345,1.313,8.167,198.736,0.003546,888068207744.0
2346,13.617,-59.453,281.996,0.003079,66290233012.0
2347,11.118,73.442,74.221,0.002941,520248734367.0
2348,8.37,19.143,231.825,0.004403,1294999795220.0
2349,12.527,-41.665,171.857,0.002224,1448008080288.0
2350,3.045,19.735,71.881,0.002217,1396590629871.0
2351,0.044,-46.745,275.367,0.004326,1553746158843.0
2352,1.362,58.566,71.505,0.005573,198107243497.0
2353,4.613,-9.888,207.909,0.002484,1188761021616.0
2354,11.046,-58.613,111.402,0.003,1247658676021.0
2355,13.531,-1.389,285.741,0.005184,299394720007.0
2356,11.136,41.769,287.881,0.00417,495373520468.0
2357,6.737,-61.929,236.516,0.002318,418307010141.0
2358,11.713,61.056,197.793,0.003768,417531176861.0
2359,9.712,-24.045,146.763,0.00577,865633356612.0
2360,4.903,28.104,298.255,0.003953,1400955640796.0
2361,13.89,-25.007,264.323,0.003408,535680546411.0
2362,6.62,-13.526,181.423,0.003126,1319296690881.0
2363,3.901,43.535,263.231,0.002073,301104570602.0
2364,9.164,11.114,122.029,0.004081,638107044809.0
2365,13.246,-57.612,250.497,0.004328,1301164622111.0
2366,10.638,-8.006,246.378,0.002567,562847422141.0
2367,2.707,-48.096,298.242,0.00503,225123271734.0
2368,13.389,-64.663,101.775,0.00303,903951973515.0
2369,9.82,-1.307,158.91,0.003673,1222318754217.0
2370,0.752,19.906,262.046,0.005544,1016766289554.0
2371,2.717,73.657,287.358,0.004183,1416657146662.0
2372,13.144,58.431,257.547,0.003439,277582684600.0
2373,4.041,-51.005,221.855,0.002207,1013969773236.0
2374,5.307,-18.517,73.356,0.005345,300448986576.0
2375,4.122,-29.469,277.998,0.002153,1230579266221.0
2376,9.3,-61.275,93.639,0.002165,1534534991504.0
2377,6.38,59.312,264.379,0.004086,1563773281953.0
2378,6.506,-8.78,279.379,0.00259,635233406501.0
2379,0.84,-50.217,215.705,0.004125,662874620870.0
2380,5.801,-28.188,300.545,0.002189,69695251287.0
2381,12.423,66.235,146.698,0.002297,1109887642402.0
2382,10.286,32.969,95.221,0.004079,370122692576.0
2383,3.252,17.717,293.743,0.00556,473275701662.0
2384,12.056,22.785,243.737,0.005602,39963929260.0
2385,3.047,17.274,190.158,0.005342,70009615465.0
2386,12.654,-34.243,253.004,0.005634,1013856426372.0
2387,13.067,-55.244,97.014,0.002726,476930782262.0
2388,8.722,-1.515,268.551,0.002687,184086988132.0
2389,9.768,77.707,221.661,0.005145,1345335691904.0
2390,3.999,-20.218,160.041,0.003612,1434470470668.0
2391,13.889,71.03,137.158,0.00595,440966724295.0
2392,12.945,23.954,294.059,0.004053,955489710244.0
2393,14.318,43.394,192.997,0.005351,1161444543066.0
2394,0.781,-37.826,225.388,0.003683,1220151071354.0
2395,13.856,48.477,284.086,0.004034,1486887552869.0
2396,9.675,18.904,277.126,0.003109,549243871454.0
2397,2.778,73.779,115.118,0.004574,571361047263.0
2398,6.321,-17.491,203.758,0.005546,1123631610485.0
2399,10.774,-49.564,234.943,0.003511,129156182989.0
2400,7.05,57.309,84.966,0.003849,760933436052.0
2401,6.311,15.129,158.768,0.004315,907742396563.0
2402,3.773,-70.615,144.097,0.003869,903792701550.0
2403,11.443,3.644,71.702,0.005594,566442969400.0
2404,7.249,-62.061,101.071,0.004882,143778464911.0
2405,2.433,0.872,101.755,0.003074,1496081769880.0
2406,14.273,-15.245,222.943,0.00532,676112142522.0
2407,4.531,-46.328,258.954,0.003487,270555674169.0
2408,8.475,-8.334,158.545,0.005553,756790972791.0
2409,2.024,-54.866,224.933,0.002419,607279662409.0
2410,9.763,-47.825,263.606,0.002887,1159803154576.0
2411,3.635,40.243,199.038,0.005589,269273861253.0
2412,8.168,59.056,271.527,0.003811,1161166668466.0
2413,7.494,65.373,148.469,0.00412,443172843331.0
2414,5.064,4.406,292.757,0.002006,328869248296.0
2415,6.053,-45.501,156.322,0.00249,940605682707.0
2416,7.968,-19.17,292.156,0.004696,1323424072472.0
2417,8.177,81.241,236.11,0.005989,1420589606487.0
2418,13.155,30.699,129.346,0.003761,902375964736.0
2419,2.427,-43.939,150.602,0.002084,456881878172.0
2420,12.756,-32.893,164.543,0.005933,1011997412485.0
2421,5.266,21.621,182.303,0.004947,859714642495.0
2422,0.994,-23.784,174.09,0.002373,593038927024.0
2423,0.738,-25.012,207.104,0.005612,785238801917.0
2424,8.671,4.054,177.973,0.005528,777445036978.0
2425,9.178,4.922,281.81,0.004125,1173950235646.0
2426,3.764,13.805,95.202,0.005126,1314450050225.0
2427,12.985,25.779,153.241,0.005778,1027277836939.0
2428,12.517,-11.509,213.452,0.005335,1059976592822.0
2429,5.568,78.353,245.458,0.002483,1246185434300.0
2430,2.085,53.738,289.716,0.004014,465720648237.0
2431,9.213,66.143,84.404,0.002679,1144203139969.0
2432,3.113,10.55,162.613,0.004241,1240700123269.0
2433,4.047,9.395,217.939,0.004625,1081362746686.0
2434,2.123,-13.476,267.469,0.002639,194628032720.0
2435,14.24,61.691,157.602,0.005811,527659688675.0
2436,8.106,72.252,190.976,0.003907,1234508848632.0
2437,9.024,86.496,69.609,0.005449,1012147905785.0
2438,0.662,18.764,217.116,0.0032,152706840013.0
2439,7.301,-64.162,201.718,0.005778,1124159965479.0
2440,12.17,15.724,226.983,0.003573,421751149524.0
2441,8.269,-21.787,132.871,0.00421,1195835517333.0
2442,12.085,-19.15,188.986,0.002383,517650324708.0
2443,8.676,18.14,229.304,0.005403,940994672171.0
2444,2.195,3.581,230.031,0.002228,604738311352.0
2445,11.752,68.83,111.389,0.005411,1454242174744.0
2446,6.66,78.286,290.299,0.003708,936640568009.0
